run,model,dataset,prequential_scores,time,memory
4,AutoClass,hyperplane_high_gradual_drift,0.755948,2796.3509175777435,40.7421875
5,AutoClass,hyperplane_high_gradual_drift,0.758278,2436.176521062851,32.8359375
1,AutoClass,insects,0.6437897366030881,678.0062830448151,188.84765625
2,AutoClass,insects,0.6389645776566758,3704.204747438431,305.125
3,AutoClass,insects,0.6413676960339085,1641.7012004852295,420.46484375
4,AutoClass,insects,0.6456441114138661,1629.3243579864502,217.69921875
5,AutoClass,insects,0.6421813502876174,1259.9496178627014,13.89453125
1,AutoClass,movingRBF,0.85421,1518.7579500675201,55.21875
2,AutoClass,movingRBF,0.838595,2277.1352338790894,286.046875
3,AutoClass,movingRBF,0.85423,1436.3412086963654,13.53125
4,AutoClass,movingRBF,0.85429,1408.06632065773,14.3828125
5,AutoClass,movingRBF,0.854185,2671.477017402649,24.58203125
1,AutoClass,moving_squares,0.887185,2614.29625082016,14.6640625
2,AutoClass,moving_squares,0.885265,2281.66792345047,14.69140625
3,AutoClass,moving_squares,0.885265,2260.543855905533,14.50390625
4,AutoClass,moving_squares,0.888305,2151.2728259563446,13.77734375
5,AutoClass,moving_squares,0.888305,1955.5109369754791,14.06640625
1,AutoClass,new_airlines,0.6345009019564948,4306.827641248703,410.28125
2,AutoClass,new_airlines,0.6252273430938684,4987.3209726810455,407.15625
3,AutoClass,new_airlines,0.631471514675101,8400.070342540741,150.17578125
4,AutoClass,new_airlines,0.6252273430938684,4970.948797941208,404.171875
5,AutoClass,new_airlines,0.6348939436355985,3892.6356661319733,278.1171875
1,AutoClass,sea_high_abrupt_drift,0.84287,4920.599520683289,768.66015625
2,AutoClass,sea_high_abrupt_drift,0.857708,4817.853294372559,413.25390625
3,AutoClass,sea_high_abrupt_drift,0.822542,11323.990319490433,317.4453125
4,AutoClass,sea_high_abrupt_drift,0.85028,3952.3003787994385,602.58984375
5,AutoClass,sea_high_abrupt_drift,0.84287,4861.575239658356,770.93359375
1,AutoClass,sea_high_mixed_drift,0.84725,6099.524169206619,709.86328125
2,AutoClass,sea_high_mixed_drift,0.855642,4755.3985052108765,795.3515625
3,AutoClass,sea_high_mixed_drift,0.817686,3715.77073264122,294.7421875
4,AutoClass,sea_high_mixed_drift,0.842986,6553.370180606842,957.58984375
5,AutoClass,sea_high_mixed_drift,0.842986,6502.03496837616,961.26953125
1,AutoClass,shuttle,0.9962241379310345,298.7909665107727,11.54296875
2,AutoClass,shuttle,0.9966379310344827,416.480749130249,10.46484375
3,AutoClass,shuttle,0.9964137931034482,675.4314153194427,9.94140625
4,AutoClass,shuttle,0.9969827586206896,566.3177692890167,6.47265625
5,AutoClass,shuttle,0.9969827586206896,566.8798038959503,6.92578125
1,AutoClass,synth_RandomRBFDrift,0.59829,1442.4872026443481,65.98046875
2,AutoClass,synth_RandomRBFDrift,0.63768,1414.8942441940308,25.73828125
3,AutoClass,synth_RandomRBFDrift,0.63875,1628.9108245372772,23.66796875
4,AutoClass,synth_RandomRBFDrift,0.5821,1202.6255173683167,7.3984375
5,AutoClass,synth_RandomRBFDrift,0.5821,1199.6237118244171,8.765625
1,AutoClass,synth_agrawal,0.99829,646.3845710754395,28.3984375
2,AutoClass,synth_agrawal,0.99948,978.5332794189453,10.453125
3,AutoClass,synth_agrawal,0.99948,990.893337726593,10.1171875
4,AutoClass,synth_agrawal,0.99881,1241.5479605197906,11.92578125
5,AutoClass,synth_agrawal,0.99637,1357.2833836078644,231.34375
1,AutoClass,vehicle_sensIT,0.7373436992530042,3363.9984397888184,649.203125
2,AutoClass,vehicle_sensIT,0.7396679116596298,5639.7752385139465,34.3515625
3,AutoClass,vehicle_sensIT,0.7359532315686911,3176.2010955810547,28.0234375
4,AutoClass,vehicle_sensIT,0.7356081519974017,2146.701029777527,163.4921875
5,AutoClass,vehicle_sensIT,0.7380237089964274,2234.830837726593,91.04296875
1,AutoStreamML_Best,adult,0.8055362188280578,158.03532791137695,6.6953125
2,AutoStreamML_Best,adult,0.802526514065763,161.39927172660828,10.31640625
3,AutoStreamML_Best,adult,0.802526514065763,163.2862856388092,10.61328125
4,AutoStreamML_Best,adult,0.8070103599361206,150.10138130187988,7.72265625
5,AutoStreamML_Best,adult,0.800171983129274,181.83827376365662,9.75
1,AutoStreamML_Best,electricity,0.9067575918079096,85.86789345741272,4.75
2,AutoStreamML_Best,electricity,0.9031382415254238,100.33105111122131,7.04296875
3,AutoStreamML_Best,electricity,0.9096486581920904,78.52362561225891,5.12890625
4,AutoStreamML_Best,electricity,0.9079934675141242,81.46314525604248,4.67578125
5,AutoStreamML_Best,electricity,0.9047272245762712,94.28079128265381,5.20703125
1,AutoStreamML_Best,forest_cover,0.9511645198378003,3839.419803380966,52.18359375
2,AutoStreamML_Best,forest_cover,0.9551334567960731,3872.8573026657104,57.671875
3,AutoStreamML_Best,forest_cover,0.9551334567960731,3703.094062566757,62.20703125
4,AutoStreamML_Best,forest_cover,0.9528495108534764,3650.982658147812,60.6015625
5,AutoStreamML_Best,forest_cover,0.9551334567960731,3851.772139072418,59.46875
1,AutoStreamML_Best,hyperplane_high_gradual_drift,0.915362,1004.1710450649261,32.93359375
2,AutoStreamML_Best,hyperplane_high_gradual_drift,0.915362,971.5284187793732,33.30078125
3,AutoStreamML_Best,hyperplane_high_gradual_drift,0.916058,998.7792341709137,33.8203125
4,AutoStreamML_Best,hyperplane_high_gradual_drift,0.915362,978.3899772167206,32.4375
5,AutoStreamML_Best,hyperplane_high_gradual_drift,0.915756,1055.9185180664062,32.89453125
1,AutoStreamML_Best,insects,0.7120420829548895,411.0999677181244,7.66796875
2,AutoStreamML_Best,insects,0.7169618528610354,412.4602429866791,8.29296875
3,AutoStreamML_Best,insects,0.7120420829548895,433.65209889411926,16.4609375
4,AutoStreamML_Best,insects,0.7120420829548895,419.57580852508545,15.36328125
5,AutoStreamML_Best,insects,0.7092037541628823,436.40868639945984,7.33203125
1,AutoStreamML_Best,movingRBF,0.86551,924.781268119812,14.00390625
2,AutoStreamML_Best,movingRBF,0.868275,860.8422346115112,14.14453125
3,AutoStreamML_Best,movingRBF,0.870385,843.4064962863922,14.39453125
4,AutoStreamML_Best,movingRBF,0.868275,856.7025971412659,13.140625
5,AutoStreamML_Best,movingRBF,0.868665,899.183705329895,14.08203125
1,AutoStreamML_Best,moving_squares,0.984335,441.26874589920044,16.60546875
2,AutoStreamML_Best,moving_squares,0.989295,431.4237608909607,16.53125
3,AutoStreamML_Best,moving_squares,0.984335,465.1208498477936,15.34375
4,AutoStreamML_Best,moving_squares,0.98624,430.5201003551483,15.52734375
5,AutoStreamML_Best,moving_squares,0.98634,442.31354427337646,15.5625
1,AutoStreamML_Best,new_airlines,0.654232706629612,1749.261281967163,56.25
2,AutoStreamML_Best,new_airlines,0.6554637428320877,1825.6205377578735,48.92578125
3,AutoStreamML_Best,new_airlines,0.654232706629612,1751.5967681407928,56.453125
4,AutoStreamML_Best,new_airlines,0.654766650042734,1807.79012465477,46.97265625
5,AutoStreamML_Best,new_airlines,0.654347652781048,1730.5217955112457,49.67578125
1,AutoStreamML_Best,sea_high_abrupt_drift,0.880626,721.8940289020538,32.91015625
2,AutoStreamML_Best,sea_high_abrupt_drift,0.88002,746.8205759525299,33.1484375
3,AutoStreamML_Best,sea_high_abrupt_drift,0.880306,751.9437446594238,34.515625
4,AutoStreamML_Best,sea_high_abrupt_drift,0.880528,721.585832118988,36.0234375
5,AutoStreamML_Best,sea_high_abrupt_drift,0.880306,754.8604698181152,33.81640625
1,AutoStreamML_Best,sea_high_mixed_drift,0.875194,713.1713147163391,35.375
2,AutoStreamML_Best,sea_high_mixed_drift,0.874548,736.6836655139923,35.3359375
3,AutoStreamML_Best,sea_high_mixed_drift,0.874456,728.3247654438019,33.90625
4,AutoStreamML_Best,sea_high_mixed_drift,0.874548,733.1395583152771,33.3203125
5,AutoStreamML_Best,sea_high_mixed_drift,0.874914,717.1106181144714,33.890625
1,AutoStreamML_Best,shuttle,0.9861896551724137,264.03384613990784,9.0390625
2,AutoStreamML_Best,shuttle,0.9861896551724137,271.0565912723541,9.58984375
3,AutoStreamML_Best,shuttle,0.9847586206896551,274.45025062561035,11.38671875
4,AutoStreamML_Best,shuttle,0.9873103448275862,459.7214500904083,10.9765625
5,AutoStreamML_Best,shuttle,0.9847413793103448,373.5807218551636,10.47265625
1,AutoStreamML_Best,synth_RandomRBFDrift,0.65636,347.52776193618774,9.84375
2,AutoStreamML_Best,synth_RandomRBFDrift,0.65303,332.3107805252075,9.4921875
3,AutoStreamML_Best,synth_RandomRBFDrift,0.6509,330.76627135276794,9.4609375
4,AutoStreamML_Best,synth_RandomRBFDrift,0.65389,335.1461491584778,9.9765625
5,AutoStreamML_Best,synth_RandomRBFDrift,0.65303,336.59441804885864,9.35546875
1,AutoStreamML_Best,synth_agrawal,0.95935,355.02798676490784,11.02734375
2,AutoStreamML_Best,synth_agrawal,0.93768,620.519097328186,24.72265625
3,AutoStreamML_Best,synth_agrawal,0.93804,468.98662877082825,14.5859375
4,AutoStreamML_Best,synth_agrawal,0.95935,360.06430554389954,13.14453125
5,AutoStreamML_Best,synth_agrawal,0.94269,455.3402512073517,12.91796875
1,AutoStreamML_Best,vehicle_sensIT,0.7550544007794738,1553.1355664730072,15.83203125
2,AutoStreamML_Best,vehicle_sensIT,0.7612658330626827,1559.6721878051758,19.078125
3,AutoStreamML_Best,vehicle_sensIT,0.7612658330626827,1592.08127951622,16.0078125
4,AutoStreamML_Best,vehicle_sensIT,0.7612658330626827,1531.1640446186066,16.2265625
5,AutoStreamML_Best,vehicle_sensIT,0.7459300909386164,1504.64421749115,18.54296875
1,AutoStreamML,adult,0.7985749969288727,236.78423047065735,7.5
2,AutoStreamML,adult,0.7992301707546784,268.4077925682068,16.37109375
3,AutoStreamML,adult,0.7962614143564964,249.13209557533264,7.2109375
4,AutoStreamML,adult,0.8106342901601081,329.71848249435425,13.46875
5,AutoStreamML,adult,0.7957700339871422,254.18653678894043,7.9296875
1,AutoStreamML,electricity,0.9135328389830508,120.54302883148193,4.66015625
2,AutoStreamML,electricity,0.9144156073446328,127.94812726974487,5.6640625
3,AutoStreamML,electricity,0.915188029661017,117.88901424407959,4.9296875
4,AutoStreamML,electricity,0.9167108050847458,104.32520580291748,5.4140625
5,AutoStreamML,electricity,0.915188029661017,120.72589612007141,4.91796875
1,AutoStreamML,forest_cover,0.9558219107350623,8733.59075975418,64.3828125
2,AutoStreamML,forest_cover,0.9558219107350623,8471.385079145432,66.45703125
3,AutoStreamML,forest_cover,0.956537902831611,8420.722447395325,63.890625
4,AutoStreamML,forest_cover,0.9573829800417203,8277.243802785873,69.828125
5,AutoStreamML,forest_cover,0.9560559850743185,7315.888647079468,60.14453125
1,AutoStreamML,hyperplane_high_gradual_drift,0.918334,1372.9018061161041,34.078125
2,AutoStreamML,hyperplane_high_gradual_drift,0.918376,1340.4355409145355,34.75
3,AutoStreamML,hyperplane_high_gradual_drift,0.91861,1362.4225149154663,35.69140625
4,AutoStreamML,hyperplane_high_gradual_drift,0.918938,1263.7581493854523,34.0
5,AutoStreamML,hyperplane_high_gradual_drift,0.918376,1339.3110151290894,33.734375
1,AutoStreamML,insects,0.7072169240084771,1125.4006774425507,19.03125
2,AutoStreamML,insects,0.7123826824099304,962.3967182636261,10.7109375
3,AutoStreamML,insects,0.7034892521949743,1107.7656371593475,34.46875
4,AutoStreamML,insects,0.7155048440811383,906.895779132843,7.078125
5,AutoStreamML,insects,0.709014532243415,786.0315778255463,7.05859375
1,AutoStreamML,movingRBF,0.883345,1528.0137310028076,15.1015625
2,AutoStreamML,movingRBF,0.87908,1573.0993022918701,12.1640625
3,AutoStreamML,movingRBF,0.87908,1612.1265323162079,16.06640625
4,AutoStreamML,movingRBF,0.88329,1471.4858753681183,14.56640625
5,AutoStreamML,movingRBF,0.87524,1538.5485644340515,14.4765625
1,AutoStreamML,moving_squares,0.97654,736.7810955047607,15.59765625
2,AutoStreamML,moving_squares,0.98439,679.2289905548096,17.39453125
3,AutoStreamML,moving_squares,0.98439,659.0243935585022,17.35546875
4,AutoStreamML,moving_squares,0.98098,654.265558719635,16.44921875
5,AutoStreamML,moving_squares,0.984355,676.5507276058197,16.390625
1,AutoStreamML,new_airlines,0.6668044784503776,2780.710259437561,57.234375
2,AutoStreamML,new_airlines,0.6661852524087708,2746.3276782035828,72.19140625
3,AutoStreamML,new_airlines,0.6660721602275192,2935.5682146549225,61.36328125
4,AutoStreamML,new_airlines,0.6649523622361105,2481.4388432502747,55.5625
5,AutoStreamML,new_airlines,0.6647910668300633,2430.705389022827,58.61328125
1,AutoStreamML,sea_high_abrupt_drift,0.885054,957.0053260326385,32.890625
2,AutoStreamML,sea_high_abrupt_drift,0.885442,922.5967791080475,34.5546875
3,AutoStreamML,sea_high_abrupt_drift,0.884776,936.9510221481323,33.74609375
4,AutoStreamML,sea_high_abrupt_drift,0.885364,933.676839351654,36.30859375
5,AutoStreamML,sea_high_abrupt_drift,0.885442,857.205851316452,33.28125
1,AutoStreamML,sea_high_mixed_drift,0.87896,928.2308390140533,35.46875
2,AutoStreamML,sea_high_mixed_drift,0.878614,895.8260290622711,35.83984375
3,AutoStreamML,sea_high_mixed_drift,0.878652,890.647353887558,35.86328125
4,AutoStreamML,sea_high_mixed_drift,0.878452,911.2893025875092,34.703125
5,AutoStreamML,sea_high_mixed_drift,0.878902,895.525475025177,37.62109375
1,AutoStreamML,shuttle,0.9933620689655173,681.8841714859009,16.9140625
2,AutoStreamML,shuttle,0.9933620689655173,686.3785443305969,17.46875
3,AutoStreamML,shuttle,0.9925,730.8981258869171,16.578125
4,AutoStreamML,shuttle,0.9944137931034482,676.8000130653381,11.8046875
5,AutoStreamML,shuttle,0.9933620689655173,692.1212015151978,17.38671875
1,AutoStreamML,synth_RandomRBFDrift,0.67641,998.7298254966736,10.5703125
2,AutoStreamML,synth_RandomRBFDrift,0.67359,834.5912446975708,11.0390625
3,AutoStreamML,synth_RandomRBFDrift,0.67392,931.0639388561249,9.9609375
4,AutoStreamML,synth_RandomRBFDrift,0.67392,927.1040177345276,10.2109375
5,AutoStreamML,synth_RandomRBFDrift,0.67641,954.1810758113861,10.36328125
1,AutoStreamML,synth_agrawal,0.99705,844.8859820365906,18.3984375
2,AutoStreamML,synth_agrawal,0.98739,796.4544315338135,29.671875
3,AutoStreamML,synth_agrawal,0.98896,497.28154969215393,12.203125
4,AutoStreamML,synth_agrawal,0.99154,921.899749994278,27.26953125
5,AutoStreamML,synth_agrawal,0.99348,766.1207208633423,21.89453125
1,AutoStreamML,vehicle_sensIT,0.7944137707047743,3623.086445569992,16.65625
2,AutoStreamML,vehicle_sensIT,0.7978138194218902,4370.380362033844,15.7109375
3,AutoStreamML,vehicle_sensIT,0.8077906787918155,4654.7485201358795,16.7734375
4,AutoStreamML,vehicle_sensIT,0.784579002923027,3891.626273870468,16.9921875
5,AutoStreamML,vehicle_sensIT,0.7976006820396232,3604.0903811454773,21.875
1,EvoAutoML,adult,0.8037959133532615,826.5136399269104,85.87109375
2,EvoAutoML,adult,0.8088735105032554,606.9845292568207,50.3515625
3,EvoAutoML,adult,0.8081569141312804,614.9175670146942,46.0703125
4,EvoAutoML,adult,0.8212808648294501,575.6527917385101,46.9453125
5,EvoAutoML,adult,0.785737684779493,499.78956937789917,33.87890625
1,EvoAutoML,electricity,0.8909781073446328,255.71923995018005,4.765625
2,EvoAutoML,electricity,0.884864936440678,252.21270155906677,4.2890625
3,EvoAutoML,electricity,0.8933395127118644,258.9415593147278,5.12109375
4,EvoAutoML,electricity,0.8968043785310734,272.14475440979004,5.09375
5,EvoAutoML,electricity,0.890669138418079,367.5093207359314,4.8359375
1,EvoAutoML,forest_cover,0.9398411736762752,6849.070197343826,66.64453125
2,EvoAutoML,forest_cover,0.9407223947181814,7336.898828029633,83.96484375
3,EvoAutoML,forest_cover,0.9404814358395351,6671.456469774246,44.25390625
4,EvoAutoML,forest_cover,0.9415072322086291,6373.845901489258,43.48046875
5,EvoAutoML,forest_cover,0.9407223947181814,7377.451463222504,82.5078125
1,EvoAutoML,hyperplane_high_gradual_drift,0.907206,1637.282361984253,30.56640625
2,EvoAutoML,hyperplane_high_gradual_drift,0.842368,5200.248039960861,114.39453125
3,EvoAutoML,hyperplane_high_gradual_drift,0.898136,1656.3789989948273,30.140625
4,EvoAutoML,hyperplane_high_gradual_drift,0.898136,1625.542328596115,29.0703125
5,EvoAutoML,hyperplane_high_gradual_drift,0.838494,5569.429062128067,131.41796875
1,EvoAutoML,insects,0.7193460490463215,1797.4644157886505,17.04296875
2,EvoAutoML,insects,0.702713442325159,1162.0358703136444,8.125
3,EvoAutoML,insects,0.7106418407508326,1085.8870606422424,9.78125
4,EvoAutoML,insects,0.675938540720557,2334.4565012454987,21.45703125
5,EvoAutoML,insects,0.6941038449894036,1381.6879923343658,10.9921875
1,EvoAutoML,movingRBF,0.84715,1919.9021978378296,13.93359375
2,EvoAutoML,movingRBF,0.851495,1921.7163262367249,14.1875
3,EvoAutoML,movingRBF,0.81932,1916.7548325061798,14.59375
4,EvoAutoML,movingRBF,0.796545,2298.8288249969482,14.7734375
5,EvoAutoML,movingRBF,0.84549,1949.8120357990265,13.44140625
1,EvoAutoML,moving_squares,0.90151,970.0087013244629,11.87109375
2,EvoAutoML,moving_squares,0.838995,1155.0523443222046,14.03515625
3,EvoAutoML,moving_squares,0.838995,1121.8664722442627,12.015625
4,EvoAutoML,moving_squares,0.88175,1081.8492391109467,12.7421875
5,EvoAutoML,moving_squares,0.894665,1018.0677976608276,12.4609375
1,EvoAutoML,new_airlines,0.6779004900043197,3071.1599469184875,53.8984375
2,EvoAutoML,new_airlines,0.6779820646924356,2959.9029076099396,45.8359375
3,EvoAutoML,new_airlines,0.6789720847709327,4104.748264312744,74.40234375
4,EvoAutoML,new_airlines,0.6704734854454071,3391.241667985916,52.6875
5,EvoAutoML,new_airlines,0.6764284376778653,3495.4073162078857,81.5859375
1,EvoAutoML,sea_high_abrupt_drift,0.8848,2116.9227633476257,92.15234375
2,EvoAutoML,sea_high_abrupt_drift,0.885656,2068.14897274971,48.390625
3,EvoAutoML,sea_high_abrupt_drift,0.889122,2909.472608089447,102.78125
4,EvoAutoML,sea_high_abrupt_drift,0.887366,3011.596787929535,103.62890625
5,EvoAutoML,sea_high_abrupt_drift,0.883288,2042.674572944641,83.1015625
1,EvoAutoML,sea_high_mixed_drift,0.873292,1954.1071474552155,91.6953125
2,EvoAutoML,sea_high_mixed_drift,0.872994,2418.606065273285,101.546875
3,EvoAutoML,sea_high_mixed_drift,0.872994,2379.362978219986,98.2109375
4,EvoAutoML,sea_high_mixed_drift,0.880944,2916.6509852409363,97.9609375
5,EvoAutoML,sea_high_mixed_drift,0.874092,2264.1592440605164,89.16796875
1,EvoAutoML,shuttle,0.9832931034482758,491.43279552459717,4.4609375
2,EvoAutoML,shuttle,0.9900689655172413,468.11023902893066,7.78515625
3,EvoAutoML,shuttle,0.9873793103448276,533.5978467464447,7.078125
4,EvoAutoML,shuttle,0.9860344827586207,497.4186451435089,4.60546875
5,EvoAutoML,shuttle,0.9855,507.66376185417175,4.75
1,EvoAutoML,synth_RandomRBFDrift,0.57759,728.9459166526794,6.8671875
2,EvoAutoML,synth_RandomRBFDrift,0.58176,736.0816962718964,6.69140625
3,EvoAutoML,synth_RandomRBFDrift,0.64921,1118.470847606659,30.6484375
4,EvoAutoML,synth_RandomRBFDrift,0.6367,1030.821106672287,22.60546875
5,EvoAutoML,synth_RandomRBFDrift,0.57759,731.075266122818,6.1171875
1,EvoAutoML,synth_agrawal,0.99949,652.7722461223602,7.71875
2,EvoAutoML,synth_agrawal,0.99949,678.274288892746,8.28125
3,EvoAutoML,synth_agrawal,0.99949,650.3578126430511,7.31640625
4,EvoAutoML,synth_agrawal,0.99949,639.4226622581482,8.265625
5,EvoAutoML,synth_agrawal,0.99926,666.2396554946899,8.03515625
1,EvoAutoML,vehicle_sensIT,0.7916226859369925,8610.48979473114,431.62890625
2,EvoAutoML,vehicle_sensIT,0.7612455342643716,5036.383325815201,58.5390625
3,EvoAutoML,vehicle_sensIT,0.803436586554076,11478.496420621872,511.9609375
4,EvoAutoML,vehicle_sensIT,0.7957636407924651,9109.137834787369,415.71484375
5,EvoAutoML,vehicle_sensIT,0.803436586554076,11730.814275741577,512.22265625
1,HATC,adult,0.8160804225871177,46.814565658569336,3.5703125
2,HATC,adult,0.8164694320461897,45.26327347755432,3.75
3,HATC,adult,0.8127226567298637,48.81363320350647,3.40234375
4,HATC,adult,0.8160804225871177,45.06968712806702,3.3671875
5,HATC,adult,0.8204414233651366,47.853989601135254,3.67578125
1,HATC,electricity,0.835010593220339,27.71894884109497,2.57421875
2,HATC,electricity,0.8324064265536724,25.956586360931396,2.28515625
3,HATC,electricity,0.8333554025423728,25.802827835083008,2.09375
4,HATC,electricity,0.8321857344632768,28.330204010009766,2.38671875
5,HATC,electricity,0.8264918785310734,28.168041944503784,2.484375
1,HATC,forest_cover,0.7070559644207004,1699.1529576778412,35.953125
2,HATC,forest_cover,0.7199248896752563,1827.2400171756744,35.7890625
3,HATC,forest_cover,0.7270366188650148,1878.982103586197,36.23828125
4,HATC,forest_cover,0.7070559644207004,1760.5421426296234,35.85546875
5,HATC,forest_cover,0.6884160740225675,1592.2728214263916,36.36328125
1,HATC,hyperplane_high_gradual_drift,0.849802,387.31556224823,30.0390625
